Foreign highly skilled personnel ,Total expenditure on R&D (%) ,Scientific research legislation ,Mobile broadband subscribers ,EParticipation ,Use of big data and analytics ,Total public exp. on education per student ,Health infrastructure ,Skilled labor ,Gross Domestic Product (GDP) ,GDP (PPP) per capita ,Exports of goods  growth ,Government budget surplus/deficit (%) ,Tax evasion ,Digital/Technological skills
0.0890616206020594,1.697512437810945,0.5232855871879122,0.5330763528539657,-0.6141078838174275,1.0724377176908335,0.4754479838458316,1.254416961130742,0.7614133754071659,0.7414967799921548,1.1600167777368948,0.2379934018267335,-0.0583884780070067,0.6295898017440265,0.9512086690747428
0.4618426856908169,1.936318407960199,0.3448137522743593,0.5346775389177167,-0.1991701244813277,-0.0240946159549018,1.8593107018209745,1.2614840989399292,-0.4503130089576544,0.6588924391702244,0.1276021947912773,0.0671163560860705,-0.1985208252238225,0.3024869980057086,0.6233398166157269
0.9707184253357876,1.9761194029850744,-0.0288616520758915,0.5941586360266863,0.4647302904564315,-0.0240946159549018,2.9708156545192157,0.996466431095406,-0.8216485138436481,0.7374979529814112,1.361195126074535,0.0224667547432252,-0.2919423900350332,0.3024869980057086,0.0249791608780222
0.4440912064008759,2.095522388059701,0.1942281415660489,0.3319199406968121,0.5062240663900415,-0.1028200142679295,3.145834927944614,0.9540636042402828,-0.3395638232899021,0.7829322446368113,1.4130040246679612,-0.983156409335667,0.0116776956014012,0.2744496148281387,0.1479299805501529
0.1719018572884498,2.0756218905472634,0.0324880411756423,-1.0105263157894735,1.5020746887966805,-0.0540852438836741,2.4438285189881714,0.8975265017667844,-0.8998244096091205,0.5543135918225893,1.480455925410813,0.0709770359014292,-0.6578435188789413,0.3351972783795405,-0.2291191997777159
-0.0470330539541538,2.145273631840796,0.1161467137913698,0.0311341734618234,-0.3402489626556015,-0.0540852438836741,2.545222123761827,1.098939929328622,-0.1832120317589579,0.6071361924311726,1.640624593046355,-1.0947804126927798,-0.4554301284546517,0.6529542877253348,0.106946373992776
0.402671088057681,2.0855721393034825,0.5009766078237181,0.3282431430689397,1.2946058091286303,0.0977423100057353,2.709888588948536,0.9469964664310956,-0.2874465594462538,0.6887122634503403,1.7505162835915815,-0.2504665226382266,-0.7318022576878164,0.7651038204356153,-0.0405946096137811
0.5565172419038348,2.115422885572139,0.6459849736909795,0.5817642698295032,0.1410788381742735,0.1164864524612184,3.0568260278436896,1.0918727915194348,-0.6066648004885993,0.832403447369724,1.893776397233165,-0.2915911554540051,-0.9848189957181784,0.7230477456692602,-0.6307585440400113
0.8464580703062018,2.1552238805970148,0.952733439948648,0.768272794662713,1.91701244813278,-0.3052567527871415,2.969134901352416,1.0706713780918728,-1.004058937296417,0.7929102701302857,1.9895374733571147,-0.8513897286810299,-0.8291163876994941,0.9894028858561764,-0.4750208391219781
0.8937953484127108,2.224875621890547,1.047546602246473,0.9304670126019272,0.4066390041493775,-0.0240946159549018,3.1243007711737434,1.342756183745583,-0.3265345073289903,0.7571112473674391,1.7807675897500006,-0.6952839796252179,2.0591669910471,1.3118327923982325,-0.1717421505973878
0.7932036324363794,2.214925373134328,0.952733439948648,1.152853965900667,0.962655601659751,0.3320440906992685,0.4754479838458316,1.2261484098939928,-1.036632227198697,0.92906080882941,2.058345491628416,0.5241872750957223,1.1989100817438694,0.709029054080475,-0.5487913309252568
0.5506000821405213,0.7661691542288556,0.9025382363792116,0.8204002965159379,1.045643153526971,-0.2677684678761762,-0.3518637027544629,1.2438162544169613,-1.1213227809446251,0.8948994009376297,2.442807474640424,-0.7641047937250919,0.1907356948228881,0.63893559613655,-0.556988052236732
0.1837361768150773,1.2855721393034822,0.6906029324193678,0.9021200889547816,1.302904564315353,-0.1271873994600567,2.149287968253493,0.8197879858657244,-1.7076419991856675,0.3111468255026145,1.7250180776208286,-0.2800091160079285,-0.4834565978980149,0.8024869980057088,-0.8520700194498471
0.0,0.2196058812084826,0.0,0.1716997936121078,0.3153526970954355,0.0,0.2341556922679761,0.0047154179393502,0.0,0.1881797631269398,0.0061605923108886,0.0,0.0630392863805637,0.0,0.0
0.0,0.2196058812084826,0.0,0.1716997936121078,0.3153526970954355,0.0,0.2341556922679761,0.0047154179393502,0.0,0.1881797631269398,0.0061605923108886,0.0,0.0630392863805637,0.0,0.0
0.0,0.2196058812084826,0.0,0.1716997936121078,0.3153526970954355,0.0,0.2341556922679761,0.0047154179393502,0.0,0.1881797631269398,0.0061605923108886,0.0,0.0630392863805637,0.0,0.0
0.0,0.2196058812084826,0.0,0.1716997936121078,0.3153526970954355,0.0,0.2341556922679761,0.0047154179393502,0.0,0.1881797631269398,0.0061605923108886,0.0,0.0630392863805637,0.0,0.0
0.0,0.2196058812084826,0.0,0.1716997936121078,0.3153526970954355,0.0,0.2341556922679761,0.0047154179393502,0.0,0.1881797631269398,0.0061605923108886,0.0,0.0630392863805637,0.0,0.0
0.0,0.2196058812084826,0.0,0.1716997936121078,0.3153526970954355,0.0,0.2341556922679761,0.0047154179393502,0.0,0.1881797631269398,0.0061605923108886,0.0,0.0630392863805637,0.0,0.0
0.0,0.2196058812084826,0.0,0.1716997936121078,0.3153526970954355,0.0,0.2341556922679761,0.0047154179393502,0.0,0.1881797631269398,0.0061605923108886,0.0,0.0630392863805637,0.0,0.0
0.0,0.2196058812084826,0.0,0.1716997936121078,0.3153526970954355,0.0,0.2341556922679761,0.0047154179393502,0.0,0.1881797631269398,0.0061605923108886,0.0,0.0630392863805637,0.0,0.0
0.0,0.2196058812084826,0.0,0.1716997936121078,0.3153526970954355,0.0,0.2341556922679761,0.0047154179393502,0.0,0.1881797631269398,0.0061605923108886,0.0,0.0630392863805637,0.0,0.0
0.0,0.2196058812084826,0.0,0.1716997936121078,0.3153526970954355,0.0,0.2341556922679761,0.0047154179393502,0.0,0.1881797631269398,0.0061605923108886,0.0,0.0630392863805637,0.0,0.0
0.0,0.2196058812084826,0.0,0.1716997936121078,0.3153526970954355,0.0,0.2341556922679761,0.0047154179393502,0.0,0.1881797631269398,0.0061605923108886,0.0,0.0630392863805637,0.0,0.0
0.0,0.2196058812084826,0.0,0.1716997936121078,0.3153526970954355,0.0,0.2341556922679761,0.0047154179393502,0.0,0.1881797631269398,0.0061605923108886,0.0,0.0630392863805637,0.0,0.0
0.0,0.2196058812084826,0.0,0.1716997936121078,0.3153526970954355,0.0,0.2341556922679761,0.0047154179393502,0.0,0.1881797631269398,0.0061605923108886,0.0,0.0630392863805637,0.0,0.0
0.0,0.2196058812084826,0.0,0.1716997936121078,0.3153526970954355,0.0,0.2341556922679761,0.0047154179393502,0.0,0.1881797631269398,0.0061605923108886,0.0,0.0630392863805637,0.0,0.0
0.0,0.2196058812084826,0.0,0.1716997936121078,0.3153526970954355,0.0,0.2341556922679761,0.0047154179393502,0.0,0.1881797631269398,0.0061605923108886,0.0,0.0630392863805637,0.0,0.0
0.0,0.2196058812084826,0.0,0.1716997936121078,0.3153526970954355,0.0,0.2341556922679761,0.0047154179393502,0.0,0.1881797631269398,0.0061605923108886,0.0,0.0630392863805637,0.0,0.0
0.0,0.2196058812084826,0.0,0.1716997936121078,0.3153526970954355,0.0,0.2341556922679761,0.0047154179393502,0.0,0.1881797631269398,0.0061605923108886,0.0,0.0630392863805637,0.0,0.0
-0.9192224030665798,-0.3601990049751243,-0.083518651518167,0.8470274277242398,0.1161825726141075,0.3076767055071412,0.2541125189282005,-0.1590106007067138,-0.8047104030944621,-0.7832750012377321,1.748961276718061,0.0886018785367628,-0.2880498248345661,0.0707112970711293,-0.3110864128924705
-0.9192224030665798,-0.3601990049751244,-0.083518651518167,0.562550037064492,1.2531120331950203,0.3076767055071412,0.2541125189282001,-0.1590106007067138,-0.8047104030944621,-0.7764579532860837,1.7226256045407382,0.0886018785367628,0.2530167380303619,0.0707112970711293,-0.3110864128924705
-0.9192224030665798,-0.8597014925373134,-0.083518651518167,0.3939510748702741,0.4647302904564319,0.0565051966036738,0.2541125189282001,-0.1590106007067138,-0.8047104030944626,-0.7732208076107198,1.5969595028145211,-0.4409826787439757,0.3581159984429739,0.0707112970711293,-0.3110864128924705
1.390836768531054,-0.0338308457711443,0.3057730383870195,-0.0641660489251297,1.3692946058091289,0.1914630222831491,2.4553917851413543,0.745583038869258,0.9047358509771982,0.2229136596122278,0.8390274879281268,0.1127730912937919,0.4367458154924095,1.237066437258045,1.1643234231731048
0.1754521531464381,0.752238805970149,0.6348304840088828,-0.0510007412898445,-0.3319502074688797,0.7687826099120146,0.0821706808786311,0.5844522968197883,0.8786772190553741,0.0922776937812527,-0.1217350774981803,0.3019464022463727,0.1907356948228881,0.4314589606225313,0.1938316198944145
0.4500083661641899,0.8318407960199004,0.8155332168588547,-0.1534173461823575,0.456431535269709,1.0705633034452855,0.0821706808786311,0.493992932862191,1.093660932410423,0.1001230115356637,-0.0947062522759805,0.3019464022463727,0.4359673024523159,0.1800570914636527,0.3102250625173657
-0.2209975509955737,0.9014925373134328,0.2734250183089386,-0.3900963676797627,0.2323651452282159,0.4932437158164199,0.0821706808786311,0.0954063604240281,1.2825860138436478,0.0364845359646885,-0.1608310401865392,0.4216274765224951,-0.2374464772284937,-0.9358307590036372,-0.2766601833842732
-0.0801691486287095,0.8915422885572138,0.1328784483145155,-0.2342475908080059,0.4149377593360995,-0.2602708108939839,-0.7636150870085678,0.1243816254416959,0.1229768933224756,0.078300841277035,-0.1492137714770894,0.3378675100936241,-0.755157648890619,-1.043307394517656,-0.5717421505973875
0.1991207921996926,0.971144278606965,0.4887066691734112,0.0840919199406967,0.1493775933609959,0.4613786736420988,-0.43977340606602,1.0459363957597172,1.021999694625407,0.0656569311097316,0.0043175561992626,0.7652279800894277,-0.8563643441027639,-0.9171391702185904,-0.753709363712142
0.1991207921996926,1.0009950248756216,0.4887066691734112,0.1786212008895476,-0.3402489626556015,0.4613786736420988,-0.566064252116132,1.1024734982332156,0.8982211929967424,-0.0168712415786606,0.1091209943330743,-0.6978018142874084,-1.0159595173219154,-0.9264849646111136,-1.016004445679355
0.1659846975251363,1.100497512437811,0.2645014265632605,-0.2149147516679022,-0.4813278008298757,-0.0222202017093529,-0.4144847781366371,1.166077738515901,0.7483840594462541,-0.0149289541734424,0.1545293259971577,-1.0419058847867788,-0.8330089528999611,-0.8049896375083101,-1.1717421505973875
0.3790024490044265,0.971144278606965,0.6448695247227699,-0.0055744996293551,-0.1742738589211619,0.8812474646449108,0.0821706808786311,1.1024734982332156,1.1653221701954397,0.0623436173008298,0.2983168515627258,0.0063526129052059,-1.0471000389256522,-0.7208774879755997,0.5577660461239236
0.3198308513712901,0.9014925373134328,0.6448695247227699,0.6228613787991104,0.4481327800829875,0.8812474646449108,-0.8864884016195208,1.2190812720848057,0.8656479030944624,0.2866206865033877,0.3196530612148257,0.4033312113105773,-1.0471000389256522,-0.8003167403120484,0.6397332592386781
0.4322568868742489,0.8915422885572138,0.8802292570150174,0.1782060785767234,-0.0331950207468879,1.3742184112241045,-0.203102054858837,1.2120141342756183,1.3412179356677525,0.4770410203483169,0.3726363540362934,0.5527227346005481,-1.0471000389256522,0.0080944746412226,1.0905529313698248
-0.4198141190429112,0.8616915422885572,0.3225047729101652,0.84459599703484,0.2406639004149375,0.7406663962287905,-0.203102054858837,1.0918727915194348,0.4096218444625404,0.5367187529753179,0.4349609348178055,-0.3771975339684826,-0.0038925652004671,0.2370664372580452,0.3282578494026125
0.2843278927914087,0.8417910447761193,0.5902125252804945,0.72290585618977,0.1244813278008299,0.6619409979157637,4.506072411265309,1.254416961130742,0.0708596294788274,0.6637291156498856,0.2036979685347585,-0.3184480585173706,-0.9536784741144416,0.0314589606225313,0.811864406779661
0.2310734549215862,0.871641791044776,0.2444233451354861,0.3025055596738322,-0.2157676348547717,-0.1028200142679295,1.1226515814466944,1.0954063604240285,-0.241843953583062,0.8964227636083892,0.8192210688218696,0.3395460665350844,-1.0237446477228496,-0.1274195440503662,0.6725201444845798
0.0772273010754324,0.9512437810945272,0.4005862006848443,0.1744699777613046,-0.4481327800829877,-0.462707549413196,1.1226515814466944,1.1908127208480566,-0.2222999796416938,1.074846616421088,0.8609629701187702,-0.3335550664905137,-0.6228104320747373,0.0361318578187929,0.5495693248124482
0.1955704963417043,1.0208955223880594,0.7240664014656586,0.1685396590066715,-0.0829875518672197,0.1820909510554079,1.1226515814466944,1.3144876325088335,0.5334003460912052,0.9448656965385392,0.8071681377375011,0.6794537459308039,1.0432074737251849,-0.1227466468541042,0.5659627674353995
0.053558662022178,1.080597014925373,0.3894317110027475,-0.969310600444774,0.2987551867219915,-0.4402145784666176,1.1226515814466944,1.2049469964664308,0.2141821050488598,0.9411715420619476,0.8738682841105881,-0.2781627039223223,0.5021409108602569,-0.7068587963868148,0.4184217838288416
0.2014876561050183,1.1999999999999995,0.5288628320289606,0.5633209785025944,-1.6099585062240664,0.0321378114115457,1.1226515814466944,1.3674911660777385,0.4682537662866446,1.0900802431286822,0.9272315976449608,0.26904669599375,0.6344881276761385,-0.244241973956908,0.8364545707140881
0.1482332182351953,1.399004975124378,0.361545486797505,-0.4408005930318755,-0.190871369294606,-0.1009456000223806,2.271646009710493,1.2826855123674912,-0.1245801099348532,0.9892717183911768,0.343666818674952,-0.0305756288069216,0.6305955624756715,-0.1928401047980296,0.6561267018616286
